wind speed (m/s);significant wave height (m)
16.519539289278676;1.5344716492352066
16.781240013595376;1.6459693200488097
17.059828503822224;1.7647822775870954
17.341212376786718;1.891334787076929
17.634902627431412;2.0265761802015887
17.940508161904894;2.171363507229434
18.261940434836795;2.3269255949367467
18.59970832856552;2.494463769784681
18.948355435220368;2.6746764598349126
19.319038096929948;2.870015724435417
19.70780567316892;3.0816856961398003
20.124796988246683;3.312871144305399
20.56403085977057;3.564933621788156
21.01934483576948;3.83905926897585
21.495070496168317;4.13830431682043
21.976995377379094;4.462405628158766
22.481616017740087;4.817390979322772
22.98715745469314;5.201464726935687
23.51121529041242;5.622004859847278
24.03761113628168;6.078677370481519
24.563467621315343;6.574468511057859
25.077408877851752;7.1099921603908784
25.54327671567479;7.676900285934082
25.91231277249032;8.259299775382381
26.11290664250115;8.827434256565944
26.049695599563155;9.333021056607
25.594729513879575;9.699568892030381
24.705705946807413;9.872398845976527
23.45797710323631;9.846834096883319
22.03259277782882;9.682464318573151
20.57759162127382;9.441967689973959
19.17501978610546;9.16705046973612
17.86111783152618;8.881306374450132
16.64316345620327;8.59366603468412
15.524464044495126;8.312509963153042
14.500102594102664;8.040941213950973
13.563187608890193;7.780422176973231
12.706350125677378;7.531619169636185
11.921789072038331;7.293981036553566
11.203590510991207;7.0687728081535885
10.544068441953579;6.853627936268727
9.938540994330141;6.6503551209988885
9.38065935468184;6.4562142694086155
8.86622251749814;6.272401564292308
8.390613141503417;6.097893884468153
7.94983262649217;5.931212999379259
7.540447837085136;5.772852401384752
7.1596027504044475;5.620127554472035
6.804203181234873;5.475195677212005
6.472510716749202;5.334831150284077
6.1615636494452675;5.20109367159528
5.870272741887849;5.071585069454496
5.596481463013775;4.94693306555032
5.338429364154726;4.8270003957765075
5.095505119728779;4.710466834487122
4.8655388306428184;4.598141362173182
4.64819979107891;4.488885220268128
4.441016444421996;4.383715049404442
4.244861409809704;4.280816914006664
4.058240404198357;4.180564222263552
3.8797096743982147;4.083180501083184
3.710854275743739;3.9870565229541715
3.5486539947309965;3.8935025467680604
3.3932451455031623;3.801885227494134
3.244489342853209;3.711848242413694
3.100199105490025;3.6239961211856575
2.964598605727679;3.536177157354772
2.8308085345485896;3.4509418088193
2.7017018459595636;3.3667603490529348
2.578802959716712;3.282896857428634
2.4564092608670527;3.200984518456247
2.3382233991350367;3.1195448612288823
2.2240370424223044;3.0384755101084178
2.1103291515491795;2.95848948914149
2.0030715696896246;2.8779225044514387
1.8964668603371342;2.798009802198985
1.7925138902021553;2.718107390780869
1.6916450669772747;2.6379972698345138
1.591378074964168;2.5579691345548405
1.4957142356772724;2.4772260217576068
1.401353056622749;2.3961762590474724
1.3082665332357464;2.3146584678271727
1.2189444882194787;2.2322554487811437
1.127835040889154;2.1494144064836744
1.0423085841204929;2.0652937453711866
0.9568796281069727;1.9802628084237095
0.8754503878555526;1.8939254841670734
0.7943525713010847;1.8063728110617496
0.7173560492735747;1.7173165426324268
0.6412862080985455;1.6267430015763982
0.5704742028953835;1.5344716492352075
0.5007360689980207;1.44042583304524
0.4343551045448949;1.3444721834010418
0.37177327678594607;1.2465128923547668
0.3120946921093587;1.1463933551723766
0.2555790431819576;1.043973539954879
0.20640913524271756;0.9394132370342555
0.1599862525830476;0.8322858821480155
0.11926651700335797;0.7226854391204529
0.08481676335912312;0.6105658086137399
0.0553508775191185;0.49564863045857244
0.03227987930606033;0.3779531256969379
0.015355036811804274;0.257287422383842
0.008073313034764707;0.1340766000793592
0.5027520284860728;0.1029019768679856
1.090023757306208;0.1026020806197866
1.6114670426275481;0.10255222570711088
2.0779153394805987;0.10254939642068858
2.4984964676817323;0.10256048346128888
2.880555143061372;0.10258720796360185
