wind speed (m/s);significant wave height (m)
17.416730346025222;1.5344716492352066
17.791641724350214;1.6587257735105492
18.12420213554824;1.791690803477213
18.465124616032146;1.9340423400691567
18.857370878211942;2.088690565034461
19.24659395961014;2.2546246848597016
19.645072895407296;2.433215094249392
20.025690582876226;2.623003460432446
20.355335737991442;2.8205365664635513
20.716265518009738;3.034148460780319
21.05975669099471;3.2595869038737497
21.384277425970172;3.4968437053696726
21.70505924157004;3.7486008431209643
22.01847676667139;4.015239300913815
22.31405798512235;4.295740191967087
22.654263019157458;4.603773841845666
23.042732629574544;4.9441545376437706
23.549003476668876;5.338476163268746
24.068788346237874;5.7684634639604715
24.670225772449204;6.25736773766101
25.256549335373016;6.784725307052582
25.800747907568766;7.34545989601906
26.274739786648155;7.932277214468331
26.593549878576425;8.514342643313045
26.680524489016364;9.055348084712014
26.429945365193635;9.496856362367202
25.8062835202611;9.797464563806326
24.835761584074703;9.93711611939645
23.602116664060976;9.924092873677422
22.20994115624985;9.785074408624027
20.798867992324688;9.580530837141785
19.417706912148535;9.332065858068267
18.12342910825078;9.075747111124416
16.906780501385327;8.807729435894824
15.782321669896522;8.543249753389244
14.741488070558171;8.280712591877112
13.7845780625141;8.026762168829167
12.903013217795628;7.779577381805777
12.089269281015358;7.536834614888961
11.34437102712686;7.308225711922003
10.658159199193083;7.087556773827002
10.024829441042106;6.872329164793866
9.442409619125597;6.668622174804914
8.90485131272652;6.472120620876657
8.40854951771242;6.283590064821256
7.94983262649217;6.102772190334126
7.525266507911974;5.930025444996788
7.131097661050764;5.767504906520231
6.76311216234116;5.616540128647727
6.42081551082366;5.467815278998442
6.098241373496241;5.330928083801031
5.794824731742846;5.199914227555904
5.510520562297197;5.071580105719814
5.232756393292467;4.960235771298317
4.970942676079276;4.849066809562383
4.726652480511434;4.73609900583561
4.490472719158762;4.630024779095493
4.269430585769425;4.523046906634925
4.053178428893693;4.422903752523952
3.8457305508189283;4.325060539606689
3.6493850335090405;4.22740967006466
3.4590473818142886;4.132746764339926
3.2793814149445994;4.037832597584539
3.106167062979988;3.944738787323583
